iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,28/2/2021,55714,7,15.714,2443,0,1.571,1398.604,0.176,0.394,61.327,0,0.039,0.93,,,,,,,,,,,,,,,,,,8200,8200,,,,1367,0.02,0.02,,,34,12.04,39835428,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,16/3/2021,55995,10,17,2460,1,1.286,1405.658,0.251,0.427,61.754,0.025,0.032,1.12,,,,,,,,,,,,,,,,,,54000,54000,,,,2862,0.14,0.14,,,72,30.56,39835428,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,7/4/2021,56873,94,59.857,2512,0,4,1427.699,2.36,1.503,63.059,0,0.1,1.35,,,,,,,,,,,,,,,,,,120000,120000,,,,3000,0.3,0.3,,,75,26.85,39835428,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,22/4/2021,58312,98,111.143,2561,4,4,1463.823,2.46,2.79,64.29,0.1,0.1,1.34,,,,,,,,,,,,,,,,,,240000,240000,,,,8000,0.6,0.6,,,201,26.85,39835428,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,11/5/2021,62403,340,262.857,2710,12,8.857,1566.52,8.535,6.599,68.03,0.301,0.222,1.28,,,,,,,,,,,,,,,,,,504502,448878,55624,,,13921,1.27,1.13,0.14,,349,26.85,39835428,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,20/5/2021,64575,453,218.571,2772,10,7.286,1621.044,11.372,5.487,69.586,0.251,0.183,1.34,,,,,,,,,,,,,,,,,,547901,470341,77560,,,4822,1.38,1.18,0.19,,121,26.85,39835428,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,30/5/2021,70761,650,719,2919,20,16.714,1776.333,16.317,18.049,73.276,0.502,0.42,1.39,,,,,,,,,,,,,,,,,,600152,480226,119926,,,4746,1.51,1.21,0.3,,119,37.96,39835428,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,30/6/2021,118659,1501,1528.857,4871,77,72.143,2978.73,37.68,38.379,122.278,1.933,1.811,0.98,,,,,,,,,,,,,,,,,,886854,699200,187654,,,15286,2.23,1.76,0.47,,384,46.3,39835428,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,14/7/2021,136643,754,1088.857,5923,74,72.571,3430.188,18.928,27.334,148.687,1.858,1.822,0.83,,,,,,,,,,,,,,,,,,1024168,,,,,12815,2.57,,,,322,56.02,39835428,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,30/9/2021,155174,46,53.429,7204,0,0.714,3895.377,1.155,1.341,180.844,0,0.018,0.86,,,,,,,,,,,,,,,,,,2369625,828601,,,,12999,5.95,2.08,,,326,35.19,39835428,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
ALB,Europe,Albania,12/1/2021,64627,656,620.571,1252,5,6,22495.122,228.338,216.006,435.791,1.74,2.088,1.08,,,,,,,,,3727,281722,98.061,1.297,3471,1.208,0.179,5.6,tests performed,128,128,,,,64,0,0,,,22,60.19,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,21/1/2021,69916,678,560.286,1296,5,5,24336.097,235.996,195.022,451.107,1.74,1.74,1.13,,,,,,,,,3088,309076,107.582,1.075,2907,1.012,0.193,5.2,tests performed,549,549,,,30,40,0.02,0.02,,,14,60.19,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,9/2/2021,87528,1239,1084.857,1488,16,12.857,30466.415,431.266,377.613,517.937,5.569,4.475,1.14,,,,,,,,,4562,374604,130.391,1.588,3526,1.227,0.308,3.3,tests performed,1127,689,438,,,82,0.04,0.02,0.02,,29,60.19,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,18/2/2021,96838,1112,1008.857,1617,17,14.286,33707.005,387.061,351.159,562.839,5.917,4.973,1.02,,,,,,,,,3935,406318,141.43,1.37,3363,1.171,0.3,3.3,tests performed,3049,2438,611,,1348,254,0.11,0.08,0.02,,88,60.19,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,22/2/2021,101285,1039,1062.143,1681,15,16.286,35254.9,361.651,369.707,585.116,5.221,5.669,1.02,,,,,,,,,3258,421412,146.683,1.134,3550,1.236,0.299,3.3,tests performed,6728,6073,655,,,739,0.23,0.21,0.02,,257,60.19,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,25/2/2021,104313,986,1067.857,1736,21,17,36308.874,343.203,371.696,604.26,7.31,5.917,0.94,,,,,,,,,3691,432998,150.716,1.285,3811,1.327,0.28,3.6,tests performed,10135,,,,,1012,0.35,,,,352,60.19,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,1/3/2021,107931,764,949.429,1816,20,19.286,37568.214,265.93,330.474,632.106,6.962,6.713,0.9,,,,,,,,,2714,447163,155.647,0.945,3679,1.281,0.258,3.9,tests performed,14295,,,,,1081,0.5,,,,376,60.19,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,30/3/2021,124723,304,410.857,2227,11,10.143,43413.11,105.815,143.01,775.166,3.829,3.53,0.8,,,,,,,,,2730,533594,185.731,0.95,2710,0.943,0.152,6.6,tests performed,119321,,,,,9662,4.15,,,,3363,60.19,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,27/4/2021,130736,130,127.714,2383,4,4.286,45506.092,45.25,44.454,829.466,1.392,1.492,0.73,,,,,,,,,2839,608607,211.842,0.988,2608,0.908,0.049,20.4,tests performed,416855,,,,8236,9551,14.51,,,,3324,54.63,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,13/6/2021,132459,10,11.429,2453,0,0.286,46105.828,3.481,3.978,853.831,0,0.099,0.72,,,,,,,,,2224,737014,256.537,0.774,2643,0.92,0.004,231.3,tests performed,836430,504257,332173,,1562,5401,29.11,17.55,11.56,,1880,37.96,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
BRB,North America,Barbados,16/2/2021,2331,63,73.857,25,1,0.714,8101.964,218.972,256.709,86.894,3.476,2.483,1.11,,,,,,,,,,,,,,,,,,6683,6683,,,2193,2193,2.32,2.32,,,7622,74.07,287708,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
BRB,North America,Barbados,21/2/2021,2772,57,101.571,31,0,1.143,9634.769,198.118,353.037,107.748,0,3.972,1.02,,,,,,,,,,,,,,,,,,16544,16544,,,707,2009,5.75,5.75,,,6983,74.07,287708,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
BRB,North America,Barbados,26/2/2021,2994,45,45.286,33,1,0.429,10406.384,156.409,157.402,114.7,3.476,1.49,0.95,,,,,,,,,,,,,,,,,,33633,33633,,,4350,2746,11.69,11.69,,,9544,74.07,287708,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
BRB,North America,Barbados,3/3/2021,3163,23,36.571,37,1,0.714,10993.785,79.942,127.113,128.603,3.476,2.483,0.89,,,,,,,,,,,,,,,,,,44859,44859,,,1624,2754,15.59,15.59,,,9572,70.37,287708,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
BRB,North America,Barbados,19/3/2021,3512,20,17.286,39,0,0.286,12206.821,69.515,60.081,135.554,0,0.993,0.82,,,,,,,,,,,,,,,,,,60206,60206,,,1992,1318,20.93,20.93,,,4581,70.37,287708,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
BRB,North America,Barbados,4/5/2021,3884,3,8,45,1,0.143,13499.798,10.427,27.806,156.409,3.476,0.497,0.96,,,,,,,,,,,,,,,,,,97329,75148,22181,,2338,3360,33.83,26.12,7.71,,11679,72.22,287708,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
BRB,North America,Barbados,31/5/2021,4017,0,3.143,47,0,0,13962.073,0,10.924,163.36,0,0,0.88,,,,,,,,,,,,,,,,,,139354,78633,60721,,556,1051,48.44,27.33,21.11,,3653,66.67,287708,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
BRB,North America,Barbados,24/8/2021,4694,42,16.143,48,0,0,16315.153,145.981,56.108,166.836,0,0,1.39,,,,,,,,,,,,,,,,,,196703,104678,92025,,1695,1197,68.37,36.38,31.99,,4160,50,287708,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
BRB,North America,Barbados,30/9/2021,8381,201,188,74,5,1.571,29130.229,698.625,653.44,257.205,17.379,5.462,1.31,,,,,,,,,,,,,,,,,,241915,136034,105881,,1967,1581,84.08,47.28,36.8,,5495,70.37,287708,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
BRB,North America,Barbados,24/10/2021,15341,291,339,130,2,1.571,53321.423,1011.442,1178.278,451.847,6.951,5.462,1.23,,,,,,,,,,,,,,,,,,268945,147118,121827,,721,941,93.48,51.13,42.34,,3271,,287708,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
CHN,Asia,China,15/12/2020,86816,12,15.571,4634,0,0,60.113,0.008,0.011,3.209,0,0,1,,,,,,,,,,,,,,,,,,1500000,,,,,,0.1,,,,,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,31/12/2020,87117,19,22.571,4634,0,0,60.321,0.013,0.016,3.209,0,0,0.93,,,,,,,,,,,,,,,,,,4500000,,,,,187500,0.31,,,,130,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,9/1/2021,87479,69,45.143,4634,0,0,60.572,0.048,0.031,3.209,0,0,1.25,,,,,,,,,,,,,,,,,,9000000,,,,,500000,0.62,,,,346,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,20/1/2021,88747,144,122.429,4635,0,0,61.45,0.1,0.085,3.209,0,0,1.19,,,,,,,,,,,,,,,,,,15000000,,,,,714286,1.04,,,,495,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,3/2/2021,89696,30,46.143,4636,0,0,62.107,0.021,0.032,3.21,0,0,0.56,,,,,,,,,,,,,,,,,,31200000,,,,,1204714,2.16,,,,834,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,9/2/2021,89782,14,16.571,4636,0,0,62.167,0.01,0.011,3.21,0,0,0.53,,,,,,,,,,,,,,,,,,40520000,,,,,1674286,2.81,,,,1159,78.24,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,25/3/2021,90195,11,9.143,4636,0,0,62.453,0.008,0.006,3.21,0,0,0.87,,,,,,,,,,,,,,,,,,91346000,,,,5486300,2816476,6.32,,,,1950,56.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,17/6/2021,91586,23,25,4636,0,0,63.416,0.016,0.017,3.21,0,0,0.99,,,,,,,,,,,,,,,,,,966652000,,,,21502000,17336143,66.93,,,,12004,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,30/9/2021,96233,34,31.714,4636,0,0,66.633,0.024,0.022,3.21,0,0,0.82,,,,,,,,,,,,,,,,,,2211452000,,,,2531000,2951429,153.12,,,,2044,76.39,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,27/10/2021,97015,39,45.143,4636,0,0,67.175,0.027,0.031,3.21,0,0,,,,,,,,,,,,,,,,,,,2254252000,,,,2913000,2275286,156.09,,,,1575,,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CZE,Europe,Czechia,27/12/2020,670599,3030,6637,11044,94,101.857,62529.319,282.529,618.86,1029.787,8.765,9.498,1.19,733,68.348,4965,462.956,1389.968,129.606,8243.532,768.66,22647,,,2.112,45766,4.267,0.146,6.8,tests performed,1277,1277,,,,,0.01,0.01,,,,73.15,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,14969.2,13.25,40.3,1395.787778
CZE,Europe,Czechia,1/1/2021,732022,13361,9594.143,11711,131,121.714,68256.644,1245.833,894.596,1091.98,12.215,11.349,1.28,895,83.453,5666,528.32,,,,,11651,,,1.086,44298,4.131,0.219,4.6,tests performed,12118,12118,,,268,2168,0.11,0.11,,,202,73.15,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,7/1/2021,794740,17773,10868.429,12621,185,148.714,74104.72,1657.225,1013.416,1176.832,17.25,13.867,1.21,1129,105.272,7551,704.085,,,,,67255,,,6.271,53780,5.015,0.206,4.9,tests performed,36242,36241,1,,7977,3485,0.34,0.34,0,,325,73.15,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,12/1/2021,844799,9345,12166.286,13485,213,175.429,78772.421,871.365,1134.433,1257.395,19.861,16.358,0.94,1158,107.977,7473,696.812,,,,,66700,,,6.219,59588,5.556,0.189,5.3,tests performed,73310,73302,8,,13397,7269,0.68,0.68,0,,678,73.15,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,19/1/2021,899503,7651,7814.857,14646,197,165.857,83873.239,713.41,728.688,1365.651,18.369,15.465,0.84,1106,103.128,6689,623.709,,,,,55509,,,5.176,49918,4.655,0.153,6.5,tests performed,152266,147073,5193,,15296,11279,1.42,1.37,0.05,,1052,73.15,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,4/2/2021,1013352,9695,6956,16826,143,126,94488.973,904,648.605,1568.923,13.334,11.749,1.01,1030,96.041,5979,557.506,,,,,61550,,,5.739,55587,5.183,0.126,7.9,tests performed,340345,258091,82254,,17856,11047,3.17,2.41,0.77,,1030,81.48,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,21/2/2021,1153159,6838,9307.143,19214,117,153,107525.134,637.602,867.835,1791.59,10.91,14.266,1.18,1311,122.243,6388,595.643,2122.058,197.869,10741.663,1001.595,35068,,,3.27,69876,6.516,0.136,7.4,tests performed,561409,347588,213821,,2136,13761,5.23,3.24,1.99,,1283,75,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,23795.6,17.97,36.52,2218.796438
CZE,Europe,Czechia,30/3/2021,1523668,6896,6875.714,26222,186,166.714,142072.868,643.01,641.119,2445.044,17.343,15.545,0.78,1722,160.566,7824,729.541,,,,,252690,,,23.562,185987,17.342,0.035,28.6,tests performed,1686871,1193527,493378,,46833,34066,15.73,11.13,4.6,,3176,81.48,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,6/5/2021,1641120,1872,1797.714,29521,42,44,153024.56,174.553,167.626,2752.656,3.916,4.103,0.75,394,36.738,2220,207.002,,,,,251194,,,23.422,205746,19.185,0.008,125,tests performed,3560281,2516901,1056556,,89066,61187,33.2,23.47,9.85,,5705,56.48,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,23/10/2021,1726690,4244,2704.857,30608,15,9.857,161003.447,395.727,252.212,2854.012,1.399,0.919,1.7,,,,,,,,,65046,,,6.065,81298,7.581,0.036,27.8,tests performed,12075988,6164734,6054543,115047,7962,17426,112.6,57.48,56.45,1.07,1625,,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
DNK,Europe,Denmark,26/12/2020,151764,1838,2800,1153,19,19.143,26106.333,316.171,481.654,198.338,3.268,3.293,0.9,96,16.514,776,133.487,,,,,62850,10097087,1736.894,10.811,102063,17.557,0.027,36.5,tests performed,20,20,,,,2,0,0,,,0,51.85,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
DNK,Europe,Denmark,4/1/2021,171436,2078,2143.143,1389,15,26.429,29490.297,357.456,368.662,238.935,2.58,4.546,0.81,140,24.083,964,165.827,,,,,107361,10818695,1861.024,18.468,77456,13.324,0.028,36.1,tests performed,51070,51068,2,,2363,6156,0.88,0.88,0,,1059,67.59,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
DNK,Europe,Denmark,12/1/2021,184476,1076,1577.571,1624,26,29.143,31733.428,185.093,271.373,279.359,4.473,5.013,0.69,135,23.223,917,157.742,,,,,86191,11455475,1970.563,14.827,75886,13.054,0.021,48.1,tests performed,110041,110034,7,,464,6615,1.89,1.89,0,,1138,70.37,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
DNK,Europe,Denmark,18/1/2021,190574,807,1024.857,1806,30,29.714,32782.401,138.82,176.295,310.667,5.161,5.111,0.68,132,22.707,817,140.54,,,,,111394,12006006,2065.264,19.162,90960,15.647,0.011,88.8,tests performed,166966,164310,2656,,5649,8198,2.87,2.83,0.05,,1410,70.37,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
DNK,Europe,Denmark,29/1/2021,198348,456,661.143,2085,13,20.429,34119.679,78.441,113.729,358.66,2.236,3.514,0.67,103,17.718,583,100.287,,,,,118175,13275027,2283.561,20.328,112468,19.347,0.006,170.1,tests performed,233595,173477,60118,,18534,7058,4.02,2.98,1.03,,1214,70.37,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
DNK,Europe,Denmark,16/2/2021,205871,385,395.286,2309,7,9.143,35413.78,66.227,67.997,397.193,1.204,1.573,0.95,63,10.837,298,51.262,,,,,124600,15335362,2637.978,21.434,119687,20.588,0.003,302.8,tests performed,416130,251058,165072,,14228,11343,7.16,4.32,2.84,,1951,66.67,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
DNK,Europe,Denmark,19/6/2021,292273,244,273.571,2531,2,0.714,50276.59,41.973,47.06,435.381,0.344,0.123,0.59,20,3.44,76,13.073,,,,,50923,34505865,5935.674,8.76,85652,14.734,0.003,313.1,tests performed,4554158,2984742,1621111,,,60462,78.34,51.34,27.89,,10401,50,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
DNK,Europe,Denmark,30/7/2021,317168,1088,856.857,2549,0,0.857,54559.01,187.157,147.396,438.477,0,0.147,1.08,8,1.376,56,9.633,,,,,69950,37853622,6511.553,12.033,63806,10.976,0.013,74.5,tests performed,7326543,4185882,3164137,,48766,55626,126.03,72.01,54.43,,9569,47.22,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
DNK,Europe,Denmark,9/8/2021,325890,942,899.714,2554,0,0.286,56059.362,162.042,154.768,439.337,0,0.049,1.08,13,2.236,83,14.278,,,,,59747,38440693,6612.54,10.278,60122,10.342,0.015,66.8,tests performed,,4285924,3529698,,,45814,,73.73,60.72,,7881,38.89,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
DNK,Europe,Denmark,26/10/2021,381564,1378,1338.143,2705,4,1.857,65636.363,237.043,230.186,465.312,0.688,0.319,1.48,,,,,,,,,86755,42522372,7314.668,14.924,76078,13.087,0.018,56.9,tests performed,8836489,4475211,4407569,,2879,2037,152,76.98,75.82,,350,,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
ECU,South America,Ecuador,22/1/2021,237158,969,1470.286,14562,36,41.286,13257.587,54.169,82.192,814.044,2.012,2.308,1.1,,,,,,,,,3902,786859,43.987,0.218,4933,0.276,0.298,3.4,people tested,3811,3811,,,803,1897,0.02,0.02,,,106,69.44,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,,,,
ECU,South America,Ecuador,2/2/2021,251279,293,1304.714,14915,25,35.286,14046.978,16.379,72.936,833.777,1.398,1.973,1.06,,,,,,,,,1470,838511,46.874,0.082,4998,0.279,0.261,3.8,people tested,9722,9722,,,1201,549,0.05,0.05,,,31,69.44,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,,,,
ECU,South America,Ecuador,27/2/2021,284347,1748,1607.143,15779,66,38,15895.543,97.717,89.842,882.076,3.69,2.124,1.06,,,,,,,,,6431,949946,53.104,0.36,5093,0.285,0.316,3.2,people tested,76543,70000,6543,,97,4724,0.43,0.39,0.04,,264,67.59,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,,,,
ECU,South America,Ecuador,26/3/2021,321451,2795,1686.857,16632,50,31.429,17969.727,156.246,94.299,929.761,2.795,1.757,1.07,,,,,,,,,5344,1068774,59.747,0.299,4483,0.251,0.376,2.7,people tested,416617,356221,60396,,24647,18907,2.33,1.99,0.34,,1057,57.41,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,,,,
ECU,South America,Ecuador,8/5/2021,398921,2033,2047.429,19137,76,59,22300.449,113.649,114.455,1069.795,4.249,3.298,0.98,,,,,,,,,7299,1279596,71.532,0.408,6428,0.359,0.319,3.1,people tested,1860145,1564336,295809,,17218,43375,10.4,8.74,1.65,,2425,75.46,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,,,,
ECU,South America,Ecuador,13/6/2021,438934,826,940.143,21048,30,34.143,24537.252,46.175,52.556,1176.624,1.677,1.909,0.97,,,,,,,,,3909,1417925,79.265,0.219,3613,0.202,0.26,3.8,people tested,3678225,2562513,1115712,,35709,60481,20.56,14.32,6.24,,3381,60.19,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,62203.6,55.83,35.32,3477.300523
ECU,South America,Ecuador,1/7/2021,459538,1034,1436.429,21605,45,32.571,25689.055,57.803,80.299,1207.761,2.516,1.821,0.95,,,,,,,,,4635,1496088,83.634,0.259,5269,0.295,0.273,3.7,people tested,4917896,3421867,1496029,,96843,65358,27.49,19.13,8.36,,3654,58.33,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,,,,
ECU,South America,Ecuador,16/8/2021,493767,0,276.571,31870,0,11.714,27602.522,0,15.461,1781.594,0,0.655,0.79,,,,,,,,,1192,1637621,91.546,0.067,2298,0.128,0.12,8.3,people tested,15936119,10619135,5320762,,377032,247391,89.09,59.36,29.74,,13830,65.74,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,,,,
ECU,South America,Ecuador,9/9/2021,504781,524,376.429,32391,26,13.571,28218.226,29.293,21.043,1810.719,1.453,0.759,0.91,,,,,,,,,1645,1698994,94.977,0.092,2202,0.123,0.171,5.8,people tested,20121822,10838560,9577621,,53947,73227,112.48,60.59,53.54,,4094,63.89,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,,,,
ECU,South America,Ecuador,13/10/2021,512071,0,107.714,32848,0,4.143,28625.751,0,6.021,1836.266,0,0.232,1.02,,,,,,,,,2487,1779047,99.452,0.139,2152,0.12,0.05,20,people tested,21298743,11671714,10020281,,44181,26555,119.06,65.25,56.02,,1484,60.65,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,,,,
