iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
KAZ,Asia,Kazakhstan,31/5/2021,442935,1161,1663.857,7321,0,24.571,23318.556,61.121,87.595,385.418,0,1.294,0.91,,,,,,,,,48475,11638779,612.73,2.552,47071,2.478,0.035,28.3,tests performed,3170032,2114112,1055920,,,36483,16.69,11.13,5.56,,1921,62.96,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,37594.7,19.93,26.93,1979.193637
KAZ,Asia,Kazakhstan,14/7/2021,524878,0,3185.286,8173,0,34.143,27632.491,0,167.691,430.272,0,1.797,1.27,,,,,,,,,,,,,,,,,,7143683,4601830,2541853,,166489,142997,37.61,24.23,13.38,,7528,62.96,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,,,,
KAZ,Asia,Kazakhstan,10/8/2021,720842,8245,8016.857,10791,882,244.857,37949.123,434.063,422.052,568.098,46.433,12.891,0.97,,,,,,,,,,,,,,,,,,10253180,5807646,4445534,,119613,118735,53.98,30.57,23.4,,6251,54.63,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,,,,
KAZ,Asia,Kazakhstan,19/9/2021,936954,2505,3081.571,15031,0,86.857,49326.458,131.877,162.231,791.315,0,4.573,0.83,,,,,,,,,,,,,,,,,,13427908,7284247,6143661,,59719,65967,70.69,38.35,32.34,,3473,79.17,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,,,,
KAZ,Asia,Kazakhstan,26/10/2021,1011656,1738,1754.571,16991,34,32.143,53259.186,91.498,92.37,894.501,1.79,1.692,0.93,,,,,,,,,,,,,,,,,,15550804,8190303,7360501,,53553,47038,81.87,43.12,38.75,,2476,,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,,,,
LIE,Europe,Liechtenstein,7/1/2021,2372,10,21.571,48,0,0.571,62006.588,261.411,563.9,1254.771,0,14.938,0.68,,,,,,,,,171,21832,570.712,4.47,128,3.346,0.16,6.2,tests performed,6,6,,,1,1,0.02,0.02,,,26,56.48,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,30/1/2021,2563,2,8.143,53,0,0,66999.529,52.282,212.863,1385.476,0,0,0.73,,,,,,,,,47,24638,644.063,1.229,136,3.555,0.063,15.9,tests performed,841,814,,,0,66,2.2,2.13,,,1725,56.48,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,9/2/2021,2603,5,3.429,54,0,0.143,68045.172,130.705,89.626,1411.617,0,3.734,0.65,,,,,,,,,217,25994,679.511,5.673,147,3.843,0.027,37,tests performed,1026,893,193,,75,26,2.68,2.33,0.5,,680,53.7,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,23/2/2021,2627,3,1.714,55,0,0,68672.557,78.423,44.813,1437.758,0,0,1.13,,,,,,,,,165,27771,725.963,4.313,124,3.241,0.031,32.3,tests performed,2222,1849,526,,204,104,5.81,4.83,1.38,,2719,53.7,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,21/3/2021,2709,3,3,56,0,0,70816.124,78.423,78.423,1463.899,0,0,1.14,,,,,,,,,69,31478,822.868,1.804,169,4.418,0.021,47.6,tests performed,4366,3143,1431,,0,84,11.41,8.22,3.74,,2196,48.15,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,12/4/2021,2842,7,9,56,0,0,74292.884,182.987,235.27,1463.899,0,0,1.27,,,,,,,,,304,36493,953.966,7.947,257,6.718,0.04,25,tests performed,7693,4901,3041,,279,170,20.11,12.81,7.95,,4444,45.37,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,2/5/2021,3033,5,8.857,56,0,0,79285.826,130.705,231.535,1463.899,0,0,0.77,,,,,,,,,98,40902,1069.222,2.562,232,6.065,0.043,23.3,tests performed,12998,9000,4347,,0,220,33.98,23.53,11.36,,5751,44.44,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,10/6/2021,3114,0,0.714,58,1,0.143,81403.252,0,18.672,1516.181,26.141,3.734,0.74,,,,,,,,,238,48719,1273.566,6.222,152,3.973,0.007,142.9,tests performed,26350,16174,10616,,570,408,68.88,42.28,27.75,,10666,44.44,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,13/8/2021,3252,8,7,58,0,0,85010.718,209.128,182.987,1516.181,0,0,1.68,,,,,,,,,158,59253,1548.936,4.13,132,3.451,0.066,15.2,tests performed,40925,21287,20164,,310,245,106.98,55.65,52.71,,6405,44.44,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,26/10/2021,3645,16,5.571,61,1,0.143,95284.153,418.257,145.643,1594.604,26.141,3.734,1.46,,,,,,,,,119,72380,1892.09,3.111,181,4.732,0.028,35.7,tests performed,48525,24948,24315,,112,81,126.85,65.22,63.56,,2117,,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
MWI,Africa,Malawi,17/3/2021,32970,76,50.857,1088,0,1.571,1678.061,3.868,2.588,55.375,0,0.08,0.72,,,,,,,,,,,,,1093,0.056,0.047,21.5,samples tested,5417,5417,,,,,0.03,0.03,,,,48.15,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,6/4/2021,33685,12,22.857,1124,0,1.143,1714.452,0.611,1.163,57.208,0,0.058,0.74,,,,,,,,,,220384,11.217,,426,0.022,0.054,18.6,samples tested,164733,164733,,,4288,5948,0.84,0.84,,,303,48.15,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,19/4/2021,33959,18,14.286,1139,1,1,1728.397,0.916,0.727,57.971,0.051,0.051,0.76,,,,,,,,,,,,,,,,,,258107,258107,,,353,6499,1.31,1.31,,,331,50.93,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,28/4/2021,34052,21,11,1147,0,0.714,1733.131,1.069,0.56,58.378,0,0.036,0.85,,,,,,,,,,,,,,,,,,285824,285824,,,4775,3128,1.45,1.45,,,159,45.37,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,22/5/2021,34274,13,9.143,1153,0,0,1744.43,0.662,0.465,58.684,0,0,1.07,,,,,,,,,,,,,,,,,,344394,344394,,,2696,1634,1.75,1.75,,,83,42.59,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,26/6/2021,35554,166,103.143,1181,2,1.857,1809.577,8.449,5.25,60.109,0.102,0.095,1.73,,,,,,,,,2826,262827,13.377,0.144,,,,,samples tested,428321,385219,43102,,591,1091,2.18,1.96,0.22,,56,45.37,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,17/8/2021,58465,244,270.143,1998,15,17.714,2975.669,12.419,13.749,101.691,0.763,0.902,0.7,,,,,,,,,,,,,,,,,,750138,585592,285505,,20799,13468,3.82,2.98,1.45,,685,42.59,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,23/8/2021,59624,153,200.429,2082,8,14.143,3034.658,7.787,10.201,105.967,0.407,0.72,0.64,,,,,,,,,,,,,,,,,,827885,635311,360886,,270,14078,4.21,3.23,1.84,,717,42.59,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,27/9/2021,61517,8,19.286,2278,2,2,3131.006,0.407,0.982,115.942,0.102,0.102,0.61,,,,,,,,,,,,,,,,,,1031041,790707,489593,,964,6627,5.25,4.02,2.49,,337,31.48,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,25/10/2021,61765,8,5.571,2296,0,0.286,3143.628,0.407,0.284,116.859,0,0.015,0.69,,,,,,,,,,,,,,,,,,1193596,933856,540186,,4907,6094,6.07,4.75,2.75,,310,,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MYS,Asia,Malaysia,24/2/2021,291774,3545,2801.571,1093,12,13.429,8902.01,108.158,85.476,33.347,0.366,0.41,0.86,,,,,,,,,75122,8270868,252.344,2.292,74249,2.265,0.038,26.5,people tested,60,60,,,,,0,0,,,,77.31,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,29/3/2021,342885,941,1247,1260,5,2.429,10461.403,28.71,38.046,38.443,0.153,0.074,0.96,,,,,,,,,50996,10146140,309.558,1.556,51926,1.584,0.024,41.6,people tested,626932,465666,161266,,35036,24035,1.91,1.42,0.49,,733,68.06,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,22/5/2021,505115,6320,5540.714,2199,50,47.571,15411.032,192.823,169.047,67.091,1.525,1.451,1.24,,,,,,,,,116857,14125578,430.971,3.565,108766,3.318,0.051,19.6,people tested,2358866,1481742,877124,,46360,60174,7.2,4.52,2.68,,1836,80.56,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,21/6/2021,701019,4611,5508.857,4477,69,72.714,21388.053,140.681,168.075,136.593,2.105,2.219,0.97,,,,,,,,,73247,17096494,521.613,2.235,80554,2.458,0.068,14.6,people tested,6153226,4471339,1681887,,244929,201795,18.77,13.64,5.13,,6157,78.7,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,25/7/2021,1013438,17045,13839.571,7994,92,139.286,30919.941,520.042,422.245,243.897,2.807,4.25,1.23,,,,,,,,,119819,20745156,632.934,3.656,133873,4.084,0.103,9.7,people tested,17701823,12058310,5643513,,416776,436867,54.01,36.79,17.22,,13329,85.19,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,7/10/2021,2313727,9890,9718.857,27113,132,111.143,70591.69,301.743,296.522,827.216,4.027,3.391,0.8,,,,,,,,,135513,31459641,959.832,4.134,136826,4.175,0.071,14.1,people tested,46126713,24785210,21490395,,200536,221633,140.73,75.62,65.57,,6762,59.26,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,29/8/2021,1706089,20579,21570.857,16087,285,274.143,52052.686,627.864,658.126,490.814,8.695,8.364,1,,,,,,,,,108692,26084662,795.842,3.316,150550,4.593,0.143,7,people tested,34707501,19822868,14909205,,327845,401276,105.89,60.48,45.49,,12243,67.59,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,23/9/2021,2156678,13754,15275.429,24681,116,332.286,65800.133,419.634,466.053,753.016,3.539,10.138,0.85,,,,,,,,,143497,29556744,901.775,4.378,138606,4.229,0.11,9.1,people tested,42387363,22928419,19581072,,340023,282863,129.32,69.95,59.74,,8630,64.81,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,15/10/2021,2377033,7420,7650.714,27770,89,82.714,72523.153,226.384,233.423,847.261,2.715,2.524,0.8,,,,,,,,,137809,32486758,991.169,4.205,129139,3.94,0.059,16.9,people tested,47576300,25176857,22542131,15639,175241,181606,145.16,76.81,68.78,0.05,5541,59.26,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,25/10/2021,2436498,4782,5768.143,28492,92,71.286,74337.427,145.899,175.986,869.289,2.807,2.175,0.83,,,,,,,,,158097,33691535,1027.927,4.824,122113,3.726,0.047,21.2,people tested,49253453,25389584,23906468,123777,184162,172432,150.27,77.46,72.94,0.38,5261,,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,,,,
NLD,Europe,Netherlands,6/1/2021,853060,7238,7781.143,12096,174,97,49674.217,421.473,453.101,704.358,10.132,5.648,0.89,704,40.994,2131,124.089,,,,,,,,,29532,1.72,,,people tested,3836,,,,,,0.02,,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,
NLD,Europe,Netherlands,1/2/2021,995300,3225,4158,14135,27,64.143,57956.941,187.794,242.123,823.09,1.572,3.735,0.85,639,37.209,1631,94.974,,,,,,,,,21906,1.276,,,people tested,387079,,,,34472,29185,2.25,,,,1699,82.41,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,
NLD,Europe,Netherlands,28/2/2021,1103564,4689,4620.143,15688,20,49.714,64261.222,273.043,269.034,913.522,1.165,2.895,1.06,526,30.629,1322,76.981,223.942,13.04,1171.01,68.189,,6796304,395.753,,29126,1.696,0.084,11.9,people tested,1388722,1105159,277413,,49109,49397,8.09,6.44,1.62,,2876,78.7,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,16355.1,8.87,-7.56,952.367698
NLD,Europe,Netherlands,3/4/2021,1316913,8139,7575.857,16766,33,24.857,76684.667,473.939,441.147,976.295,1.922,1.447,0.99,734,42.741,1614,93.984,,,,,,,,,38894,2.265,,,people tested,2886076,,,,51031,64231,16.81,,,,3740,75,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,
NLD,Europe,Netherlands,25/4/2021,1486205,8061,8252.143,17281,12,22,86542.646,469.397,480.527,1006.283,0.699,1.281,0.98,841,48.972,1691,98.468,371.922,21.657,1823.106,106.161,,8909352,518.797,,37665,2.193,0.103,9.7,people tested,5057376,3904644,1132547,,87237,95047,29.45,22.74,6.59,,5535,75,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,16228.9,7.74,7.94,945.0189931
NLD,Europe,Netherlands,9/5/2021,1586868,6568,7514.857,17582,4,22.429,92404.316,382.459,437.595,1023.811,0.233,1.306,0.92,767,44.663,1668,97.129,305.824,17.808,1473.875,85.825,,9388971,546.726,,35172,2.048,0.118,8.5,people tested,6589419,5069115,1585376,,118943,119067,38.37,29.52,9.23,,6933,67.59,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,16664.3,7.74,6.71,970.3726073
NLD,Europe,Netherlands,13/6/2021,1700260,1047,1397,17989,2,5,99007.203,60.967,81.348,1047.511,0.116,0.291,0.61,265,15.431,411,23.933,42.421,2.47,243.673,14.189,,10287609,599.054,,21446,1.249,0.042,23.8,people tested,12442350,8360957,4527058,,233560,238230,72.45,48.69,26.36,,13872,67.59,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,17377,7.58,5.75,1011.873574
NLD,Europe,Netherlands,26/7/2021,1876493,3938,5807.429,18087,1,3.429,109269.361,229.312,338.17,1053.217,0.058,0.2,0.7,140,8.152,437,25.447,,,,,,,,,46789,2.725,,,people tested,20254917,,,,,147559,117.95,,,,8592,41.67,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,
NLD,Europe,Netherlands,8/9/2021,1997896,2922,2639.286,18433,11,8.571,116338.733,170.15,153.687,1073.365,0.641,0.499,0.96,219,12.753,452,26.32,,,,,,,,,22655,1.319,,,people tested,23179631,,,,,23763,134.98,,,,1384,41.67,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,
NLD,Europe,Netherlands,13/10/2021,2072255,3772,2861.286,18656,13,5.429,120668.704,219.646,166.614,1086.351,0.757,0.316,1.36,137,7.978,387,22.535,,,,,,,,,24391,1.42,,,people tested,23793422,,,,,13563,138.55,,,,790,41.67,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,
OMN,Asia,Oman,28/12/2020,128563,91,90.286,1495,0,0.857,24613.009,17.422,17.285,286.213,0,0.164,0.96,,,,,,,,,,,,,,,,,,1717,1717,,,,,0.03,0.03,,,,48.15,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
OMN,Asia,Oman,4/1/2021,129584,180,145.857,1502,1,1,24808.476,34.46,27.924,287.553,0.191,0.191,1.17,,,,,,,,,,,,,,,,,,10728,10728,,,1902,1287,0.21,0.21,,,246,42.59,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
OMN,Asia,Oman,23/1/2021,132486,0,174.571,1517,0,1.143,25364.056,0,33.421,290.425,0,0.219,1.16,,,,,,,,,,,,,,,,,,30675,24773,5902,,,843,0.59,0.47,0.11,,161,45.37,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
OMN,Asia,Oman,21/2/2021,139362,868,293.714,1552,3,1.429,26680.446,166.176,56.231,297.126,0.574,0.273,1.25,,,,,,,,,,,,,,,,,,64538,45519,19019,,2051,2246,1.24,0.87,0.36,,430,56.48,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
OMN,Asia,Oman,17/3/2021,148558,548,471.571,1617,3,2.429,28440.993,104.913,90.281,309.57,0.574,0.465,1.39,,,,,,,,,,,,,,,,,,109844,90825,19019,,,1668,2.1,1.74,0.36,,319,67.59,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
OMN,Asia,Oman,5/7/2021,276736,1570,1776.286,3316,33,43.286,52980.295,300.572,340.065,634.838,6.318,8.287,0.9,,,,,,,,,,,,,,,,,,1338142,1096838,241304,,,31943,25.62,21,4.62,,6115,75,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
OMN,Asia,Oman,9/8/2021,298942,236,260,3948,12,11.429,57231.568,45.182,49.776,755.833,2.297,2.188,0.64,,,,,,,,,,,,,,,,,,2656658,2008140,648518,,,51282,50.86,38.45,12.42,,9818,50,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
OMN,Asia,Oman,30/8/2021,302239,107,112.714,4063,6,3.571,57862.769,20.485,21.579,777.849,1.149,0.684,0.73,,,,,,,,,,,,,,,,,,3752420,2504214,1048206,,,53223,71.84,47.94,20.07,,10189,64.81,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
OMN,Asia,Oman,28/9/2021,303705,32,30.714,4095,0,0.286,58143.431,6.126,5.88,783.976,0,0.055,0.78,,,,,,,,,,,,,,,,,,4946987,2896271,2050716,,,38813,94.71,55.45,39.26,,7431,29.63,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
OMN,Asia,Oman,23/10/2021,304116,0,13,4107,0,0.571,58222.115,0,2.489,786.273,0,0.109,1.03,,,,,,,,,,,,,,,,,,5679984,3065137,2614847,,,35460,108.74,58.68,50.06,,6789,37.96,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
PNG,Oceania,Papua New Guinea,18/5/2021,14206,499,244.714,136,0,0.857,1557.845,54.721,26.836,14.914,0,0.094,1.04,,,,,,,,,,,,,,,,,,8921,8921,,,,423,0.1,0.1,,,46,50,9119005,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PNG,Oceania,Papua New Guinea,25/5/2021,15222,35,145.143,156,0,2.857,1669.261,3.838,15.917,17.107,0,0.313,0.9,,,,,,,,,,,,,,,,,,16459,16459,,,,1077,0.18,0.18,,,118,55.56,9119005,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PNG,Oceania,Papua New Guinea,1/6/2021,15910,0,98.286,162,0,0.857,1744.708,0,10.778,17.765,0,0.094,0.8,,,,,,,,,,,,,,,,,,30000,30000,,,,1934,0.33,0.33,,,212,55.56,9119005,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PNG,Oceania,Papua New Guinea,21/6/2021,17013,80,47.286,173,0,1.143,1865.664,8.773,5.185,18.971,0,0.125,0.61,,,,,,,,,,,,,,,,,,44327,44327,,,,723,0.49,0.49,,,79,61.11,9119005,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PNG,Oceania,Papua New Guinea,13/7/2021,17340,0,34.571,179,0,0.857,1901.523,0,3.791,19.629,0,0.094,0.48,,,,,,,,,,,,,,,,,,61688,61688,,,,882,0.68,0.68,,,97,49.07,9119005,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PNG,Oceania,Papua New Guinea,2/8/2021,17774,57,19.571,192,0,0,1949.116,6.251,2.146,21.055,0,0,0.62,,,,,,,,,,,,,,,,,,100409,83122,17287,,,2688,1.1,0.91,0.19,,295,49.07,9119005,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PNG,Oceania,Papua New Guinea,31/8/2021,17838,0,0,192,0,0,1956.134,0,0,21.055,0,0,0.5,,,,,,,,,,,,,,,,,,127334,98373,28961,,,952,1.4,1.08,0.32,,104,49.07,9119005,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
